date,510300.SH,510500.SH,513500.SH,511260.SH,518880.SH,000066.SH,511130.SH,513100.SH
2015-01-05,2.889,4.472,0.567,97.294,2.414,1939.96,8.19250892,0.2734000086784363
2015-01-06,2.864,4.544,0.557,97.294,2.435,1935.755,8.28200008,0.26980000734329224
2015-01-07,2.863,4.547,0.554,97.294,2.445,1968.39,8.20878004,0.2702000141143799
2015-01-08,2.783,4.503,0.564,97.294,2.431,1927.968,8.11115332,0.27399998903274536
2015-01-09,2.757,4.478,0.572,97.294,2.439,1886.604,7.9728488,0.2777999937534332
2015-01-12,2.746,4.41,0.567,97.294,2.458,1845.517,7.41963072,0.27559998631477356
2015-01-13,2.739,4.475,0.561,97.294,2.471,1845.121,7.58234192,0.2720000147819519
2015-01-14,2.731,4.457,0.559,97.294,2.466,1807.417,7.4440374,0.27059999108314514
2015-01-15,2.831,4.534,0.558,97.294,2.462,1855.542,7.59861304,0.2703999876976013
2015-01-16,2.863,4.578,0.556,97.294,2.518,1883.806,7.67183308,0.27000001072883606
2015-01-19,2.497,4.369,0.558,97.294,2.567,1754.686,7.12675056,0.2678000032901764
2015-01-20,2.618,4.531,0.56,97.294,2.57,1795.247,7.4847152,0.26980000734329224
2015-01-21,2.773,4.65,0.562,97.294,2.62,1865.452,7.76132424,0.2718000113964081
2015-01-22,2.779,4.731,0.567,97.294,2.589,1902.146,7.8508154,0.27459999918937683
2015-01-23,2.796,4.684,0.576,97.294,2.607,1891.067,8.0135266,0.27880001068115234
2015-01-26,2.83,4.79,0.569,97.294,2.609,1927.194,8.07047552,0.2786000072956085
2015-01-27,2.794,4.802,0.571,97.294,2.589,1911.754,7.98098436,0.27880001068115234
2015-01-28,2.737,4.777,0.565,97.294,2.598,1881.376,8.00539104,0.274399995803833
2015-01-29,2.7,4.746,0.558,97.294,2.585,1859.873,7.79386648,0.27079999446868896
2015-01-30,2.657,4.687,0.562,97.294,2.542,1838.151,7.4847152,0.2741999924182892
2015-02-02,2.58,4.665,0.556,97.294,2.586,1805.266,7.28946176,0.27140000462532043
2015-02-03,2.659,4.756,0.562,97.294,2.588,1835.718,7.45217296,0.2734000086784363
2015-02-04,2.62,4.731,0.567,97.294,2.56,1822.785,7.41963072,0.27619999647140503
2015-02-05,2.58,4.696,0.564,97.294,2.576,1786.89,7.41149516,0.2752000093460083
2015-02-06,2.53,4.6,0.568,97.294,2.564,1739.878,7.1592928,0.2773999869823456
2015-02-09,2.568,4.572,0.568,97.294,2.504,1735.685,7.1592928,0.27459999918937683
2015-02-10,2.635,4.631,0.565,97.294,2.514,1758.699,7.31386844,0.2734000086784363
2015-02-11,2.657,4.684,0.572,97.294,2.504,1761.137,7.46844408,0.2770000100135803
2015-02-12,2.671,4.724,0.571,97.294,2.479,1761.782,7.46030852,0.2786000072956085
2015-02-13,2.693,4.802,0.579,97.294,2.496,1787.671,7.50912188,0.28380000591278076
2015-02-16,2.722,4.902,0.58,97.294,2.498,1802.719,7.57420636,0.28700000047683716
2015-02-17,2.753,4.927,0.581,97.294,2.488,1813.013,7.90776432,0.2874000072479248
2015-02-25,2.699,4.914,0.586,97.294,2.466,1820.601,7.86708652,0.28999999165534973
2015-02-26,2.802,4.977,0.585,97.294,2.464,1865.577,7.9728488,0.2888000011444092
2015-02-27,2.795,5.03,0.585,97.294,2.465,1878.654,7.98098436,0.2897999882698059
2015-03-02,2.823,5.142,0.585,97.294,2.485,1914.153,7.96471324,0.2903999984264374
2015-03-03,2.725,5.104,0.589,97.294,2.467,1892.132,8.02979772,0.2948000133037567
2015-03-04,2.754,5.207,0.588,97.294,2.459,1907.722,8.08674664,0.2935999929904938
2015-03-05,2.724,5.195,0.587,97.294,2.449,1896.02,8.02979772,0.2913999855518341
2015-03-06,2.702,5.117,0.589,97.294,2.439,1902.887,7.92403544,0.29260000586509705
2015-03-09,2.77,5.207,0.583,97.294,2.389,1917.979,7.87522208,0.2897999882698059
2015-03-10,2.745,5.238,0.583,97.294,2.368,1919.029,8.07861108,0.28999999165534973
2015-03-11,2.75,5.235,0.573,97.294,2.369,1908.386,8.14369556,0.28519999980926514
2015-03-12,2.814,5.229,0.575,97.294,2.372,1919.811,8.15183112,0.2847999930381775
2015-03-13,2.834,5.298,0.578,97.294,2.359,1935.908,8.28200008,0.28619998693466187
2015-03-16,2.923,5.475,0.576,97.294,2.374,1973.606,8.59928692,0.28540000319480896
2015-03-17,2.97,5.553,0.581,97.294,2.358,2009.201,8.8677604,0.2881999909877777
2015-03-18,3.069,5.643,0.579,97.294,2.341,2052.06,8.98165824,0.2879999876022339
2015-03-19,3.049,5.702,0.586,97.294,2.363,2075.864,9.11996276,0.29100000858306885
2015-03-20,3.103,5.755,0.583,97.294,2.354,2071.465,9.02233604,0.290800005197525
2015-03-23,3.181,5.986,0.587,97.294,2.374,2118.399,9.18504724,0.2919999957084656
2015-03-24,3.177,5.93,0.584,97.294,2.383,2131.42,9.07928496,0.29159998893737793
2015-03-25,3.153,5.986,0.579,97.294,2.381,2115.165,9.20945392,0.2919999957084656
2015-03-26,3.156,5.936,0.571,97.294,2.404,2122.296,8.92470932,0.28780001401901245
2015-03-27,3.186,6.036,0.572,97.294,2.406,2133.545,9.10369164,0.28780001401901245
2015-03-30,3.312,6.145,0.571,97.294,2.38,2159.226,9.29080952,0.2863999903202057
2015-03-31,3.267,6.12,0.576,97.294,2.366,2132.039,9.09555608,0.2874000072479248
2015-04-01,3.333,6.285,0.573,97.294,2.371,2165.114,9.08742052,0.28299999237060547
2015-04-02,3.327,6.4,0.573,97.294,2.397,2204.835,9.00606492,0.2824000120162964
2015-04-03,3.393,6.5,0.572,97.294,2.392,2215.187,9.00606492,0.2831999957561493
2015-04-07,3.466,6.671,0.574,97.294,2.407,2274.68,9.1931828,0.2840000092983246
2015-04-08,3.5,6.571,0.573,97.294,2.408,2251.204,9.152505,0.28299999237060547
2015-04-09,3.469,6.537,0.573,97.294,2.385,2215.231,9.762672,0.2842000126838684
2015-04-10,3.568,6.746,0.575,97.294,2.384,2264.517,9.68945196,0.28619998693466187
2015-04-13,3.64,6.746,0.575,97.294,2.394,2304.531,9.73826532,0.28619998693466187
2015-04-14,3.642,6.746,0.574,97.294,2.374,2293.091,9.75453644,0.28519999980926514
2015-04-15,3.605,6.586,0.574,97.294,2.368,2247.32,9.2745384,0.28600001335144043
2015-04-16,3.748,6.646,0.575,97.294,2.386,2311.904,9.4372496,0.28780001401901245
2015-04-17,3.826,6.693,0.578,97.294,2.395,2380.386,9.94165432,0.28760001063346863
2015-04-20,3.726,6.588,0.574,97.294,2.417,2369.972,10.6169058,0.2831999957561493
2015-04-21,3.821,6.832,0.579,97.294,2.399,2419.825,10.23453448,0.2858000099658966
2015-04-22,3.946,7.05,0.577,97.294,2.411,2474.582,10.2914834,0.28679999709129333
2015-04-23,3.941,7.096,0.579,97.294,2.39,2550.969,10.0880944,0.28780001401901245
2015-04-24,3.924,7.122,0.582,97.294,2.399,2533.565,9.94978988,0.2924000024795532
2015-04-27,4.021,7.202,0.584,97.294,2.376,2602.236,10.0474166,0.2953999936580658
2015-04-28,3.959,6.979,0.582,97.294,2.398,2546.291,9.58368968,0.29339998960494995
2015-04-29,3.985,7.137,0.583,97.294,2.411,2590.327,9.5999608,0.29339998960494995
2015-04-30,3.975,7.184,0.58,97.294,2.409,2526.456,9.50233408,0.29159998893737793
2015-05-04,4.001,7.234,0.58,97.294,2.385,2532.122,9.73826532,0.2913999855518341
2015-05-05,3.82,6.954,0.583,97.294,2.381,2423.723,9.1118272,0.29120001196861267
2015-05-06,3.772,6.831,0.576,97.294,2.383,2372.877,8.8677604,0.2874000072479248
2015-05-07,3.693,6.683,0.575,97.294,2.358,2307.387,8.40403348,0.28700000047683716
2015-05-08,3.762,6.989,0.578,97.294,2.369,2354.816,8.67250696,0.28999999165534973
2015-05-11,3.911,7.368,0.582,97.294,2.377,2434.862,9.0304716,0.2913999855518341
2015-05-12,3.965,7.457,0.581,97.294,2.376,2447.843,9.14436944,0.2906000018119812
2015-05-13,3.921,7.528,0.58,97.294,2.384,2454.373,9.0304716,0.28999999165534973
2015-05-14,3.91,7.497,0.578,97.294,2.42,2506.404,8.83521816,0.29120001196861267
2015-05-15,3.824,7.453,0.582,97.294,2.425,2453.706,8.73759144,0.29280000925064087
2015-05-18,3.79,7.599,0.582,97.294,2.452,2419.338,8.745727,0.2919999957084656
2015-05-19,3.947,7.798,0.585,97.294,2.433,2480.893,8.94098044,0.2924000024795532
2015-05-20,3.969,7.935,0.584,97.294,2.406,2482.268,9.02233604,0.2906000018119812
2015-05-21,4.066,8.306,0.583,97.294,2.407,2533.101,9.25826728,0.2919999957084656
2015-05-22,4.17,8.422,0.586,97.294,2.411,2618.756,9.48606296,0.2935999929904938
2015-05-25,4.326,8.579,0.585,97.294,2.423,2693.022,9.79521424,0.2935999929904938
2015-05-26,4.401,8.93,0.585,97.294,2.41,2743.747,9.89284096,0.29319998621940613
2015-05-27,4.401,9.031,0.582,97.294,2.394,2798.597,10.0880944,0.290800005197525
2015-05-28,4.051,8.432,0.584,97.294,2.391,2603.018,9.152505,0.2962000072002411
2015-05-29,4.054,8.609,0.585,97.294,2.381,2599.253,8.9084382,0.29499998688697815
2015-06-01,4.306,9.17,0.582,97.294,2.385,2738.641,9.44538516,0.29339998960494995
2015-06-02,4.392,9.42,0.582,97.294,2.379,2796.231,9.62436748,0.2935999929904938
2015-06-03,4.349,9.354,0.579,97.294,2.37,2809.313,9.4372496,0.29179999232292175
2015-06-04,4.407,9.372,0.583,97.294,2.363,2876.276,9.4372496,0.2930000126361847
2015-06-05,4.415,9.598,0.581,97.294,2.368,2972.013,9.8440276,0.29280000925064087
2015-06-08,4.542,9.4,0.582,97.294,2.369,2991.931,10.23453448,0.29159998893737793
2015-06-09,4.499,9.455,0.578,97.294,2.366,3034.277,10.1287722,0.2897999882698059
2015-06-10,4.494,9.617,0.58,97.294,2.371,3028.902,10.2101278,0.2903999984264374
2015-06-11,4.495,9.8,0.584,97.294,2.371,3046.961,10.6575836,0.2919999957084656
2015-06-12,4.534,9.975,0.585,97.294,2.375,3070.939,10.70639696,0.2919999957084656
2015-06-15,4.407,9.743,0.579,97.294,2.372,3005.845,10.73080364,0.29120001196861267
2015-06-16,4.271,9.351,0.577,97.294,2.368,2893.868,10.05555216,0.28999999165534973
2015-06-17,4.346,9.565,0.577,97.294,2.361,3000.184,10.23453448,0.2892000079154968
2015-06-18,4.145,9.228,0.578,97.294,2.36,2896.538,10.38097456,0.2881999909877777
2015-06-19,3.839,8.614,0.58,97.294,2.364,2679.006,9.64588836,0.2924000024795532
2015-06-23,4.002,8.612,0.583,97.294,2.354,2727.383,9.76840176,0.296999990940094
2015-06-24,4.107,8.751,0.585,97.294,2.363,2842.033,10.63416312,0.2962000072002411
2015-06-25,3.932,8.471,0.582,97.294,2.359,2729.708,10.76484408,0.29420000314712524
2015-06-26,3.582,7.599,0.58,97.294,2.353,2506.203,9.98075832,0.2939999997615814
2015-06-29,3.418,7.141,0.58,97.294,2.355,2422.01,10.7811792,0.29120001196861267
2015-06-30,3.72,7.701,0.571,97.294,2.346,2517.047,11.56526496,0.2879999876022339
2015-07-01,3.433,7.061,0.572,97.294,2.349,2356.559,11.230395,0.2879999876022339
2015-07-02,3.344,6.745,0.575,97.294,2.33,2203.814,10.11143928,0.28940001130104065
2015-07-03,3.155,6.229,0.575,97.294,2.312,2036.749,9.09866184,0.28859999775886536
2015-07-06,3.261,6.229,0.573,97.294,2.33,2037.648,8.19206268,0.28279998898506165
2015-07-07,3.084,5.724,0.572,97.294,2.313,1946.557,7.37530668,0.28380000591278076
2015-07-08,2.699,5.128,0.56,97.294,2.236,1803.837,7.0241016,0.2759999930858612
2015-07-09,3.045,5.665,0.559,97.294,2.315,1927.262,7.72651176,0.27639999985694885
2015-07-10,3.425,6.255,0.562,97.294,2.301,2053.009,8.50242996,0.27720001339912415
2015-07-13,3.47,6.904,0.567,97.294,2.31,2178.357,9.34368864,0.2800000011920929
2015-07-14,3.39,6.645,0.579,97.294,2.309,2141.634,8.4125868,0.2881999909877777
2015-07-15,3.181,6.048,0.583,97.294,2.307,2018.815,7.57132812,0.2924000024795532
2015-07-16,3.272,6.387,0.58,97.294,2.299,2049.974,7.74284688,0.28780001401901245
2015-07-17,3.436,6.812,0.586,97.294,2.299,2145.378,8.18389512,0.29499998688697815
2015-07-20,3.424,6.844,0.587,97.294,2.243,2168.83,8.18389512,0.30160000920295715
2015-07-21,3.45,6.959,0.591,97.294,2.226,2194.255,8.55143532,0.3050000071525574
2015-07-22,3.43,7.056,0.588,97.294,2.204,2218.723,8.371749,0.30140000581741333
2015-07-23,3.544,7.313,0.59,97.294,2.209,2286.265,8.68211628,0.3019999861717224
2015-07-24,3.454,7.156,0.589,97.294,2.186,2259.688,8.44525704,0.2996000051498413
2015-07-27,3.039,6.508,0.576,97.294,2.213,2070.185,7.60399836,0.2955999970436096
2015-07-28,3.083,6.483,0.576,97.294,2.192,2024.116,7.42431204,0.2939999997615814
2015-07-29,3.224,6.874,0.583,97.294,2.197,2105.848,7.71017664,0.29980000853538513
2015-07-30,3.087,6.617,0.588,97.294,2.18,2047.378,7.5141552,0.3041999936103821
2015-07-31,3.087,6.542,0.589,97.294,2.167,2018.004,7.53865788,0.3052000105381012
2015-08-03,3.088,6.314,0.588,97.294,2.189,1994.053,8.0858844,0.30559998750686646
2015-08-04,3.241,6.795,0.585,97.294,2.18,2083.083,8.35541388,0.30300000309944153
2015-08-05,3.152,6.649,0.586,97.294,2.177,2050.512,8.0042088,0.3003999888896942
2015-08-06,3.109,6.607,0.588,97.294,2.177,2039.456,8.01237636,0.30399999022483826
2015-08-07,3.189,6.834,0.583,97.294,2.187,2090.616,8.20023024,0.2994000017642975
2015-08-10,3.384,7.23,0.584,97.294,2.195,2214.381,8.6167758,0.2980000078678131
2015-08-11,3.335,7.204,0.6,97.294,2.251,2253.542,8.575938,0.31279999017715454
2015-08-12,3.293,7.082,0.6,97.294,2.327,2253.39,8.46159216,0.3057999908924103
2015-08-13,3.348,7.261,0.606,97.294,2.315,2304.848,8.55960288,0.30880001187324524
2015-08-14,3.338,7.333,0.606,97.294,2.299,2310.388,8.5351002,0.31040000915527344
2015-08-17,3.345,7.548,0.613,97.294,2.301,2344.726,8.78829456,0.31139999628067017
2015-08-18,3.063,6.883,0.616,97.294,2.302,2166.097,7.90619808,0.31540000438690186
2015-08-19,3.151,7.123,0.613,97.294,2.31,2186.53,8.06138172,0.311599999666214
2015-08-20,3.051,6.835,0.608,97.294,2.346,2113.866,7.98787368,0.3073999881744385
2015-08-21,2.861,6.481,0.596,97.294,2.39,2028.669,7.350804,0.29739999771118164
2015-08-24,2.499,5.809,0.562,97.294,2.381,1856.127,6.6157236,0.2750000059604645
2015-08-25,2.219,5.204,0.555,97.294,2.368,1683.5,5.95415124,0.27559998631477356
2015-08-26,2.303,5.204,0.557,97.294,2.349,1607.332,5.35791936,0.2768000066280365
2015-08-27,2.493,5.435,0.571,97.294,2.322,1673.608,5.4314274,0.2896000146865845
2015-08-28,2.638,5.776,0.581,97.294,2.333,1788.676,5.921481,0.29600000381469727
2015-08-31,2.631,5.541,0.579,97.294,2.339,1756.978,5.73362712,0.2935999929904938
2015-09-01,2.618,5.143,0.569,97.294,2.354,1737.005,5.308914,0.28519999980926514
2015-09-02,2.608,5.008,0.565,97.294,2.351,1686.047,5.78263248,0.28540000319480896
2015-09-07,2.525,5.136,0.565,97.294,2.313,1673.301,5.74179468,0.28380000591278076
2015-09-08,2.614,5.431,0.569,97.294,2.303,1721.37,5.91331344,0.2919999957084656
2015-09-09,2.678,5.594,0.576,97.294,2.313,1778.239,6.09299976,0.29420000314712524
2015-09-10,2.617,5.443,0.569,97.294,2.286,1741.398,5.82347028,0.28839999437332153
2015-09-11,2.624,5.486,0.57,97.294,2.287,1738.271,5.79080004,0.29319998621940613
2015-09-14,2.505,4.997,0.574,97.294,2.282,1662.208,5.21907084,0.29280000925064087
2015-09-15,2.409,4.737,0.57,97.294,2.28,1566.184,4.900536,0.28780001401901245
2015-09-16,2.581,5.165,0.577,97.294,2.277,1676.962,5.31708156,0.295199990272522
2015-09-17,2.516,5.037,0.582,97.294,2.305,1638.174,5.31708156,0.2955999970436096
2015-09-18,2.515,5.108,0.58,97.294,2.318,1649.304,5.4314274,0.29580000042915344
2015-09-21,2.575,5.342,0.571,97.294,2.347,1687.19,5.54577324,0.2921999990940094
2015-09-22,2.601,5.318,0.574,97.294,2.333,1711.688,5.5539408,0.2935999929904938
2015-09-23,2.523,5.236,0.567,97.294,2.326,1658.039,6.10933488,0.2892000079154968
2015-09-24,2.551,5.312,0.567,97.294,2.344,1678.483,6.72190188,0.2892000079154968
2015-09-25,2.479,5.103,0.566,97.294,2.359,1639.064,6.50954532,0.28999999165534973
2015-09-28,2.498,5.252,0.564,97.294,2.345,1648.102,6.63205872,0.28679999709129333
2015-09-29,2.435,5.195,0.549,97.294,2.314,1598.296,6.01132416,0.2786000072956085
2015-09-30,2.457,5.2,0.553,97.294,2.314,1604.151,5.92964856,0.27880001068115234
2015-10-08,2.573,5.425,0.575,97.294,2.346,1663.303,6.17467536,0.28859999775886536
2015-10-09,2.615,5.492,0.581,97.294,2.35,1701.312,6.19101048,0.28999999165534973
2015-10-12,2.756,5.739,0.583,97.294,2.375,1767.018,6.43603728,0.2921999990940094
2015-10-13,2.731,5.793,0.582,97.294,2.361,1759.652,6.738237,0.29179999232292175
2015-10-14,2.693,5.742,0.579,97.294,2.397,1751.444,6.4523724,0.29019999504089355
2015-10-15,2.782,5.965,0.58,97.294,2.407,1800.928,6.58305336,0.2919999957084656
2015-10-16,2.831,6.028,0.584,97.294,2.402,1827.712,6.75457212,0.29679998755455017
2015-10-19,2.825,6.064,0.587,97.294,2.398,1821.33,6.58305336,0.296999990940094
2015-10-20,2.872,6.126,0.589,97.294,2.393,1830.948,6.6565614,0.29899999499320984
2015-10-21,2.763,5.756,0.587,97.294,2.399,1732.044,6.06849708,0.29760000109672546
2015-10-22,2.808,5.967,0.586,97.294,2.389,1787.372,6.38703192,0.29679998755455017
2015-10-23,2.871,6.133,0.596,97.294,2.403,1811.998,6.71373432,0.3061999976634979
2015-10-26,2.877,6.13,0.6,97.294,2.387,1815.106,6.8607504,0.30979999899864197
2015-10-27,2.879,6.187,0.601,97.294,2.394,1812.033,6.92609088,0.3084000051021576
2015-10-28,2.815,6.008,0.6,97.294,2.406,1779.676,6.64022628,0.31060001254081726
2015-10-29,2.82,6.077,0.606,97.294,2.384,1784.487,6.89342064,0.31200000643730164
2015-10-30,2.821,6.072,0.606,97.294,2.351,1762.88,6.68923164,0.31380000710487366
2015-11-02,2.761,5.945,0.603,97.294,2.34,1727.565,6.58305336,0.31040000915527344
2015-11-03,2.734,5.915,0.61,97.294,2.327,1726.614,6.6157236,0.3149999976158142
2015-11-04,2.944,6.318,0.611,97.294,2.301,1803.894,6.90975576,0.3160000145435333
2015-11-05,3.003,6.299,0.61,97.294,2.281,1830.93,6.95876112,0.3158000111579895
2015-11-06,3.093,6.459,0.609,97.294,2.282,1863.109,7.17928524,0.3147999942302704
2015-11-09,3.133,6.538,0.611,97.294,2.25,1883.094,7.46514984,0.3165999948978424
2015-11-10,3.122,6.542,0.605,97.294,2.25,1915.282,7.27729596,0.3125999867916107
2015-11-11,3.117,6.676,0.605,97.294,2.249,1901.356,7.23645816,0.311599999666214
2015-11-12,3.077,6.697,0.605,97.294,2.243,1899.917,7.21195548,0.3118000030517578
2015-11-13,3.04,6.555,0.597,97.294,2.23,1855.684,7.22012304,0.3086000084877014
2015-11-16,3.062,6.726,0.59,97.294,2.26,1878.111,7.20378792,0.30320000648498535
2015-11-17,3.048,6.613,0.601,97.294,2.226,1866.131,7.21195548,0.31040000915527344
2015-11-18,3.015,6.508,0.598,97.294,2.212,1843.278,7.08944208,0.30959999561309814
2015-11-19,3.072,6.726,0.61,97.294,2.221,1867.912,7.17111768,0.3165999948978424
2015-11-20,3.061,6.786,0.612,97.294,2.234,1880.494,7.17111768,0.31619998812675476
2015-11-23,3.042,6.71,0.613,97.294,2.212,1868.93,7.12211232,0.3174000084400177
2015-11-24,3.045,6.793,0.612,97.294,2.212,1869.324,7.04043672,0.3172000050544739
2015-11-25,3.068,6.89,0.611,97.294,2.226,1892.568,7.0649394,0.3160000145435333
2015-11-26,3.05,6.825,0.613,97.294,2.217,1905.238,7.26096084,0.31619998812675476
2015-11-27,2.844,6.402,0.612,97.294,2.206,1780.672,6.6565614,0.31679999828338623
2015-11-30,2.845,6.396,0.615,97.294,2.183,1771.668,6.50954532,0.3165999948978424
2015-12-01,2.873,6.44,0.614,97.294,2.216,1779.754,6.59122092,0.3163999915122986
2015-12-02,3.029,6.442,0.619,97.294,2.208,1814.726,6.66472896,0.32100000977516174
2015-12-03,3.037,6.557,0.613,97.294,2.182,1834.613,6.70556676,0.31859999895095825
2015-12-04,2.965,6.47,0.604,97.294,2.2,1804.505,6.67289652,0.31439998745918274
2015-12-07,2.971,6.582,0.614,97.294,2.24,1816.288,6.79540992,0.3208000063896179
2015-12-08,2.917,6.418,0.611,97.294,2.225,1759.76,6.5748858,0.319599986076355
2015-12-09,2.922,6.366,0.609,97.294,2.231,1759.135,6.5748858,0.3199999928474426
2015-12-10,2.915,6.342,0.606,97.294,2.23,1751.865,6.64022628,0.3163999915122986
2015-12-11,2.897,6.298,0.608,97.294,2.23,1752.869,6.60755604,0.31700000166893005
2015-12-14,3.009,6.443,0.599,97.294,2.242,1819.339,6.70556676,0.31200000643730164
2015-12-15,2.973,6.463,0.602,97.294,2.225,1804.118,6.74640456,0.31439998745918274
2015-12-16,2.974,6.518,0.606,97.294,2.227,1823.583,6.738237,0.31700000166893005
2015-12-17,3.044,6.713,0.614,97.294,2.228,1848.883,6.85258284,0.3222000002861023
2015-12-18,3.058,6.668,0.606,97.294,2.217,1841.104,6.79540992,0.31700000166893005
2015-12-21,3.158,6.765,0.601,97.294,2.238,1868.166,6.95059356,0.3147999942302704
2015-12-22,3.163,6.827,0.604,97.294,2.249,1885.867,7.09760964,0.3147999942302704
2015-12-23,3.158,6.734,0.606,97.294,2.244,1857.572,7.17111768,0.3156000077724457
2015-12-24,3.111,6.736,0.612,97.294,2.245,1862.688,6.92609088,0.3176000118255615
2015-12-25,3.131,6.766,0.614,97.294,2.25,1867.136,7.16295012,0.31619998812675476
2015-12-28,3.014,6.598,0.612,97.294,2.244,1819.268,7.13844744,0.3149999976158142
2015-12-29,3.049,6.67,0.613,97.294,2.248,1842.444,7.26096084,0.3163999915122986
2015-12-30,3.048,6.724,0.617,97.294,2.245,1846.558,7.21195548,0.321399986743927
2015-12-31,3.014,6.603,0.617,97.294,2.232,1823.478,7.04043672,0.32339999079704285
2016-01-04,2.771,6.039,0.614,97.294,2.251,1681.164,6.36252924,0.31859999895095825
2016-01-05,2.763,5.978,0.606,97.294,2.27,1684.289,6.24001584,0.3140000104904175
2016-01-06,2.818,6.109,0.607,97.294,2.289,1767.097,6.36252924,0.3156000077724457
2016-01-07,2.72,5.541,0.601,97.294,2.339,1621.861,5.74179468,0.31200000643730164
2016-01-08,2.644,5.656,0.596,97.294,2.338,1698.608,5.84797296,0.30720001459121704
2016-01-11,2.469,5.277,0.587,97.294,2.347,1605.139,5.83163784,0.3043999969959259
2016-01-12,2.492,5.268,0.59,97.294,2.318,1587.972,6.10933488,0.30239999294281006
2016-01-13,2.447,5.097,0.59,97.294,2.3,1544.389,5.73362712,0.3050000071525574
2016-01-14,2.501,5.276,0.582,97.294,2.317,1580.092,5.89697832,0.2994000017642975
2016-01-15,2.405,5.064,0.586,97.294,2.304,1508.054,5.4722652,0.29600000381469727
2016-01-18,2.407,5.14,0.582,97.294,2.313,1508.411,5.57844348,0.29280000925064087
2016-01-19,2.498,5.312,0.59,97.294,2.311,1549.916,5.76629736,0.29739999771118164
2016-01-20,2.456,5.266,0.579,97.294,2.329,1540.555,5.7989676,0.28999999165534973
2016-01-21,2.365,5.077,0.573,97.294,2.35,1486.138,5.5947786,0.28600001335144043
2016-01-22,2.395,5.147,0.585,97.294,2.335,1511.125,5.5947786,0.29120001196861267
2016-01-25,2.407,5.187,0.581,97.294,2.339,1536.245,5.78263248,0.29739999771118164
2016-01-26,2.231,4.853,0.568,97.294,2.379,1424.197,5.4722652,0.28619998693466187
2016-01-27,2.199,4.728,0.575,97.294,2.375,1416.838,5.20273572,0.2906000018119812
2016-01-28,2.136,4.52,0.57,97.294,2.361,1349.318,4.84336308,0.28760001063346863
2016-01-29,2.217,4.687,0.577,97.294,2.363,1393.025,5.03938452,0.29159998893737793
2016-02-01,2.185,4.632,0.583,97.294,2.383,1366.353,4.9413738,0.296999990940094
2016-02-02,2.247,4.804,0.584,97.294,2.389,1401.895,5.07205476,0.29760000109672546
2016-02-03,2.233,4.83,0.583,97.294,2.399,1398.872,5.08838988,0.29159998893737793
2016-02-04,2.272,4.915,0.599,97.294,2.421,1430.761,5.21907084,0.29319998621940613
2016-02-05,2.237,4.879,0.597,97.294,2.451,1424.036,5.13739524,0.2962000072002411
2016-02-15,2.226,4.887,0.591,97.294,2.547,1445.156,5.04755208,0.29179999232292175
2016-02-16,2.309,5.098,0.594,97.294,2.512,1484.744,5.29257888,0.29280000925064087
2016-02-17,2.34,5.15,0.59,97.294,2.533,1496.488,5.38242204,0.2906000018119812
2016-02-18,2.336,5.124,0.59,97.294,2.537,1497.411,5.46409764,0.2913999855518341
2016-02-19,2.328,5.145,0.589,97.294,2.574,1491.985,5.4314274,0.2892000079154968
2016-02-22,2.391,5.264,0.588,97.294,2.555,1536.789,5.50493544,0.29019999504089355
2016-02-23,2.367,5.237,0.589,97.294,2.557,1549.529,5.46409764,0.29159998893737793
2016-02-24,2.39,5.263,0.585,97.294,2.577,1565.732,5.48043276,0.28859999775886536
2016-02-25,2.192,4.814,0.585,97.294,2.614,1454.975,4.96587648,0.2906000018119812
2016-02-26,2.22,4.86,0.594,97.294,2.612,1489.521,5.01488184,0.29440000653266907
2016-02-29,2.151,4.544,0.594,97.294,2.587,1453.316,4.78619016,0.29260000586509705
2016-03-01,2.205,4.686,0.592,97.294,2.626,1490.36,4.88420088,0.29179999232292175
2016-03-02,2.336,4.955,0.603,97.294,2.595,1567.032,5.13739524,0.30300000309944153
2016-03-03,2.329,4.95,0.602,97.294,2.617,1580.007,5.17006548,0.30300000309944153
2016-03-04,2.366,4.797,0.603,97.294,2.651,1571.748,5.68462176,0.30160000920295715
2016-03-07,2.39,4.939,0.606,97.294,2.649,1617.877,6.25635096,0.30160000920295715
2016-03-08,2.379,4.97,0.602,97.294,2.662,1606.696,6.12567,0.29760000109672546
2016-03-09,2.333,4.826,0.598,97.294,2.634,1531.424,5.65195152,0.2937999963760376
2016-03-10,2.292,4.735,0.598,97.294,2.618,1502.974,5.53760568,0.2964000105857849
2016-03-11,2.286,4.734,0.598,97.294,2.651,1509.201,5.48860032,0.2964000105857849
2016-03-14,2.351,4.923,0.606,97.294,2.624,1542.797,5.62744884,0.3009999990463257
2016-03-15,2.341,4.853,0.604,97.294,2.572,1520.633,5.45593008,0.3009999990463257
2016-03-16,2.361,4.798,0.604,97.294,2.591,1516.825,5.44776252,0.3001999855041504
2016-03-17,2.411,4.963,0.606,97.294,2.617,1547.192,5.61111372,0.30300000309944153
2016-03-18,2.455,5.17,0.607,97.294,2.617,1584.228,5.72545956,0.3027999997138977
2016-03-21,2.525,5.28,0.612,97.294,2.576,1615.734,5.84797296,0.3019999861717224
2016-03-22,2.503,5.254,0.61,97.294,2.597,1603.685,5.77446492,0.30219998955726624
2016-03-23,2.509,5.307,0.611,97.294,2.57,1608.566,5.7581298,0.3046000003814697
