date,510300.SH,510500.SH,513500.SH,511260.SH,518880.SH,000066.SH,511130.SH,513100.SH
2017-09-22,3.236,5.796,0.761,98.261,2.738,2116.64,7.56880864,0.41019999980926514
2017-09-25,3.22,5.723,0.758,98.353,2.734,2081.847,7.41283536,0.40959998965263367
2017-09-26,3.222,5.749,0.759,98.147,2.772,2106.104,7.41283536,0.4065999984741211
2017-09-27,3.225,5.803,0.76,98.122,2.748,2125.757,7.32253504,0.40880000591278076
2017-09-28,3.231,5.805,0.765,98.235,2.732,2114.649,7.23223472,0.4124000072479248
2017-09-29,3.244,5.842,0.77,97.817,2.742,2125.8,7.23223472,0.414000004529953
2017-10-09,3.285,5.906,0.78,97.943,2.729,2132.63,7.29790768,0.4185999929904938
2017-10-10,3.29,5.926,0.78,98.007,2.73,2118.581,7.36358064,0.41839998960494995
2017-10-11,3.305,5.892,0.784,97.801,2.724,2093.349,7.54418128,0.420199990272522
2017-10-12,3.322,5.88,0.785,97.797,2.734,2079.897,7.49492656,0.42080000042915344
2017-10-13,3.33,5.928,0.779,97.721,2.734,2083.959,7.53597216,0.4203999936580658
2017-10-16,3.316,5.839,0.78,97.708,2.748,2077.327,7.43746272,0.42239999771118164
2017-10-17,3.314,5.83,0.782,97.408,2.735,2050.177,7.37999888,0.4244000017642975
2017-10-18,3.338,5.799,0.781,97.457,2.729,2026.269,7.29790768,0.423799991607666
2017-10-19,3.327,5.738,0.78,97.643,2.724,2014.401,7.0598432,0.4246000051498413
2017-10-20,3.325,5.798,0.784,97.548,2.723,2041.65,7.4702992,0.4246000051498413
2017-10-23,3.337,5.839,0.787,97.507,2.713,2036.851,7.37178976,0.42559999227523804
2017-10-24,3.363,5.833,0.785,97.475,2.723,2045.269,7.32253504,0.423799991607666
2017-10-25,3.376,5.867,0.789,97.467,2.712,2050.146,7.3061168,0.4246000051498413
2017-10-26,3.405,5.878,0.785,97.415,2.723,2072.679,7.31432592,0.42260000109672546
2017-10-27,3.425,5.864,0.788,97.407,2.706,2041.54,7.28148944,0.42500001192092896
2017-10-30,3.407,5.74,0.794,97.207,2.711,2004.402,7.07626144,0.4336000084877014
2017-10-31,3.404,5.783,0.793,97.193,2.718,2024.746,7.15835264,0.4343999922275543
2017-11-01,3.39,5.768,0.796,97.207,2.711,2035.202,7.08447056,0.436599999666214
2017-11-02,3.397,5.709,0.796,97.107,2.712,2012.532,7.03521584,0.4352000057697296
2017-11-03,3.386,5.657,0.8,97.007,2.713,1989.738,6.96133376,0.4357999861240387
2017-11-06,3.422,5.739,0.803,97.021,2.707,2000.442,6.87103344,0.43720000982284546
2017-11-07,3.462,5.774,0.798,97.022,2.719,2021.145,7.24865296,0.4381999969482422
2017-11-08,3.453,5.785,0.796,97.007,2.72,2021.98,7.09267968,0.4390000104904175
2017-11-09,3.484,5.835,0.797,96.905,2.729,2028.968,7.10909792,0.44040000438690186
2017-11-10,3.521,5.854,0.792,96.483,2.735,2008.303,7.11730704,0.4392000138759613
2017-11-13,3.53,5.881,0.792,96.507,2.724,2030.21,7.1419344,0.43939998745918274
2017-11-14,3.498,5.837,0.793,96.787,2.719,2027.278,7.1419344,0.4399999976158142
2017-11-15,3.468,5.762,0.787,96.095,2.724,1998.205,7.01058848,0.43700000643730164
2017-11-16,3.507,5.778,0.786,95.807,2.719,1978.178,6.94491552,0.43540000915527344
2017-11-17,3.512,5.618,0.792,95.99,2.728,1940.465,6.8956608,0.4406000077724457
2017-11-20,3.545,5.663,0.79,96.02,2.742,1950.85,6.8135696,0.43880000710487366
2017-11-21,3.628,5.687,0.792,96.038,2.726,1948.709,6.84640608,0.43959999084472656
2017-11-22,3.627,5.662,0.795,95.855,2.726,1969.528,6.79715136,0.4429999887943268
2017-11-23,3.491,5.515,0.793,96.687,2.728,1948.359,6.63296896,0.4415999948978424
2017-11-24,3.495,5.527,0.794,96.007,2.732,1977.35,6.63296896,0.4415999948978424
2017-11-27,3.428,5.45,0.794,96.504,2.731,1954.018,6.63296896,0.4438000023365021
2017-11-28,3.447,5.54,0.795,95.907,2.736,1977.85,6.72326928,0.4447999894618988
2017-11-29,3.443,5.558,0.802,95.261,2.738,2010.714,6.72326928,0.44920000433921814
2017-11-30,3.396,5.519,0.801,95.629,2.72,1994.994,6.6904328,0.44279998540878296
2017-12-01,3.399,5.558,0.808,95.803,2.702,1989.324,6.67401456,0.448199987411499
2017-12-04,3.416,5.525,0.83,95.8,2.7,1987.526,6.67401456,0.45239999890327454
2017-12-05,3.441,5.399,0.815,95.801,2.702,1950.032,6.49341392,0.4399999976158142
2017-12-06,3.41,5.424,0.807,95.657,2.686,1945.97,6.33744064,0.4350000023841858
2017-12-07,3.364,5.39,0.807,95.809,2.668,1927.447,6.2389312,0.43799999356269836
2017-12-08,3.403,5.452,0.814,95.609,2.651,1938.115,6.29639504,0.44200000166893005
2017-12-11,3.47,5.536,0.818,95.612,2.653,1959.489,6.37848624,0.4440000057220459
2017-12-12,3.405,5.486,0.821,95.707,2.649,1948.037,6.2799768,0.44699999690055847
2017-12-13,3.434,5.536,0.822,95.756,2.65,1952.171,6.28818592,0.4474000036716461
2017-12-14,3.421,5.549,0.822,95.71,2.674,1952.095,6.38669536,0.44859999418258667
2017-12-15,3.367,5.503,0.815,95.608,2.673,1940.579,6.33744064,0.446399986743927
2017-12-18,3.368,5.459,0.823,95.707,2.674,1953.461,6.27176768,0.45320001244544983
2017-12-19,3.421,5.504,0.83,95.657,2.686,1956.101,6.33744064,0.4560000002384186
2017-12-20,3.412,5.46,0.826,95.957,2.68,1940.828,6.26355856,0.4551999866962433
2017-12-21,3.462,5.493,0.822,95.955,2.676,1950.346,6.2389312,0.45239999890327454
2017-12-22,3.443,5.493,0.824,95.962,2.678,1971.645,6.2799768,0.4537999927997589
2017-12-25,3.424,5.44,0.823,95.967,2.693,1972.335,6.1157944,0.45239999890327454
2017-12-26,3.436,5.478,0.823,96.057,2.677,1978.108,6.1978856,0.4521999955177307
2017-12-27,3.368,5.425,0.822,95.92,2.691,1987.539,6.21430384,0.44679999351501465
2017-12-28,3.405,5.455,0.817,94.857,2.692,2038.313,6.2389312,0.4453999996185303
2017-12-29,3.418,5.513,0.817,95.923,2.708,2026.575,6.29639504,0.4458000063896179
2018-01-02,3.478,5.589,0.814,96.007,2.723,2067.51,6.30460416,0.44359999895095825
2018-01-03,3.5,5.627,0.818,95.967,2.733,2078.828,6.50983216,0.4496000111103058
2018-01-04,3.513,5.65,0.819,95.968,2.719,2118.997,6.567296,0.451200008392334
2018-01-05,3.529,5.66,0.82,95.885,2.728,2114.639,6.6493872,0.44999998807907104
2018-01-08,3.546,5.687,0.826,95.793,2.73,2159.913,6.55087776,0.4535999894142151
2018-01-09,3.58,5.682,0.826,95.931,2.736,2157.79,6.53445952,0.454800009727478
2018-01-10,3.598,5.652,0.829,95.811,2.729,2152.544,6.47699568,0.4569999873638153
2018-01-11,3.592,5.666,0.829,95.549,2.734,2142.508,6.46057744,0.45660001039505005
2018-01-12,3.615,5.637,0.838,95.562,2.774,2139.465,6.55908688,0.46239998936653137
2018-01-15,3.607,5.511,0.841,95.607,2.783,2087.683,6.4441592,0.4618000090122223
2018-01-16,3.65,5.541,0.841,95.666,2.781,2094.132,6.567296,0.4611999988555908
2018-01-17,3.637,5.508,0.835,95.441,2.774,2076.418,6.76431488,0.4586000144481659
2018-01-18,3.665,5.53,0.841,95.509,2.759,2082.433,6.8546152,0.4625999927520752
2018-01-19,3.677,5.513,0.834,95.804,2.751,2093.745,6.72326928,0.4620000123977661
2018-01-22,3.732,5.587,0.837,96.263,2.754,2114.471,6.71506016,0.46000000834465027
2018-01-23,3.776,5.595,0.846,96.057,2.762,2139.358,6.80536048,0.4652000069618225
2018-01-24,3.779,5.639,0.846,96.057,2.774,2133.417,6.8135696,0.46880000829696655
2018-01-25,3.751,5.63,0.842,95.623,2.784,2161.184,6.82998784,0.46480000019073486
2018-01-26,3.773,5.636,0.842,95.834,2.767,2147.208,6.95312464,0.46399998664855957
2018-01-29,3.69,5.56,0.848,95.817,2.754,2168.424,6.82998784,0.46880000829696655
2018-01-30,3.646,5.559,0.841,95.668,2.731,2148.026,6.83819696,0.46399998664855957
2018-01-31,3.659,5.436,0.833,95.86,2.735,2123.211,6.66580544,0.4618000090122223
2018-02-01,3.629,5.266,0.835,95.773,2.729,2072.697,6.362068,0.460999995470047
2018-02-02,3.655,5.263,0.828,95.975,2.731,2142.164,6.32923152,0.45879998803138733
2018-02-05,3.651,5.253,0.806,95.977,2.705,2143.018,6.35385888,0.4453999996185303
2018-02-06,3.531,5.005,0.759,95.808,2.726,2058.085,5.85310256,0.4189999997615814
2018-02-07,3.433,5.011,0.772,96.008,2.689,2036.292,5.8695208,0.4327999949455261
2018-02-08,3.4,5.057,0.781,96.149,2.68,1994.051,5.91877552,0.43380001187324524
2018-02-09,3.215,4.855,0.757,96.207,2.692,1884.003,5.54936512,0.41839998960494995
2018-02-12,3.27,4.993,0.767,96.058,2.694,1919.988,5.63966544,0.4262000024318695
2018-02-13,3.317,5.025,0.778,96.089,2.708,1929.613,5.75459312,0.4327999949455261
2018-02-14,3.352,5.043,0.782,96.698,2.73,1955.431,5.75459312,0.43860000371932983
2018-02-22,3.434,5.153,0.789,96.407,2.704,2012.819,5.8695208,0.446399986743927
2018-02-23,3.456,5.161,0.794,96.407,2.712,2033.114,6.1157944,0.4498000144958496
2018-02-26,3.508,5.307,0.811,97.152,2.727,2059.841,6.34564976,0.45840001106262207
2018-02-27,3.449,5.281,0.818,97.307,2.712,2008.548,6.2799768,0.46399998664855957
2018-02-28,3.408,5.283,0.812,97.274,2.692,2006.191,6.29639504,0.45719999074935913
2018-03-01,3.437,5.359,0.801,97.199,2.689,2003.045,6.30460416,0.4575999975204468
2018-03-02,3.41,5.332,0.788,97.099,2.7,1989.361,6.37848624,0.4505999982357025
2018-03-05,3.401,5.325,0.79,97.008,2.71,1978.874,6.42774096,0.4535999894142151
2018-03-06,3.461,5.4,0.798,97.062,2.709,2011.303,6.567296,0.4596000015735626
2018-03-07,3.428,5.347,0.795,97.007,2.719,1985.659,6.567296,0.45680001378059387
2018-03-08,3.469,5.397,0.8,96.879,2.714,1993.147,6.55908688,0.4603999853134155
2018-03-09,3.499,5.473,0.805,96.887,2.7,1989.576,6.50983216,0.46380001306533813
2018-03-12,3.511,5.535,0.82,96.899,2.699,2023.018,6.54266864,0.47360000014305115
2018-03-13,3.467,5.508,0.815,96.857,2.698,2014.063,6.55087776,0.47360000014305115
2018-03-14,3.453,5.435,0.811,96.785,2.702,2022.413,6.4031136,0.4675999879837036
2018-03-15,3.483,5.424,0.81,96.826,2.699,2019.246,6.34564976,0.4674000144004822
2018-03-16,3.438,5.393,0.806,96.837,2.688,1989.281,6.362068,0.4675999879837036
2018-03-19,3.46,5.415,0.805,96.977,2.678,1975.127,6.32923152,0.4666000008583069
2018-03-20,3.458,5.417,0.797,97.007,2.689,1975.936,6.27176768,0.4586000144481659
2018-03-21,3.437,5.371,0.799,96.991,2.69,1974.201,6.2389312,0.45879998803138733
2018-03-22,3.401,5.37,0.8,97.197,2.713,1979.747,6.0747488,0.4575999975204468
2018-03-23,3.282,5.079,0.779,97.797,2.741,1912.866,5.6642928,0.4408000111579895
2018-03-26,3.264,5.185,0.771,97.507,2.738,1918.76,5.79563872,0.4374000132083893
2018-03-27,3.299,5.308,0.781,97.367,2.736,1945.204,5.93519376,0.45399999618530273
2018-03-28,3.22,5.245,0.768,97.475,2.721,1905.68,5.87772992,0.43700000643730164
2018-03-29,3.29,5.303,0.767,97.138,2.688,1921.809,5.95982112,0.43720000982284546
2018-03-30,3.284,5.376,0.769,97.372,2.692,1922.865,5.9926576,0.43860000371932983
2018-04-02,3.271,5.369,0.769,97.576,2.696,1927.274,5.93519376,0.43540000915527344
2018-04-03,3.246,5.324,0.757,97.587,2.716,1900.951,6.00086672,0.4251999855041504
2018-04-04,3.236,5.279,0.76,97.686,2.712,1900.745,6.16504912,0.4259999990463257
2018-04-09,3.241,5.287,0.763,98.033,2.707,1907.055,6.4852048,0.428600013256073
2018-04-10,3.316,5.33,0.771,97.958,2.71,1946.884,6.31281328,0.43720000982284546
2018-04-11,3.321,5.34,0.77,98.058,2.726,1963.808,6.33744064,0.43700000643730164
2018-04-12,3.28,5.31,0.769,98.103,2.735,1942.543,6.20609472,0.43619999289512634
2018-04-13,3.253,5.292,0.776,98.097,2.714,1925.463,6.23072208,0.4406000077724457
2018-04-16,3.192,5.275,0.772,98.207,2.725,1900.325,6.35385888,0.43779999017715454
2018-04-17,3.136,5.176,0.779,98.506,2.729,1872.347,6.10758528,0.4415999948978424
2018-04-18,3.144,5.236,0.787,98.808,2.727,1885.629,6.05833056,0.44940000772476196
2018-04-19,3.197,5.262,0.785,99.407,2.734,1928.281,6.0747488,0.4498000144958496
2018-04-20,3.138,5.165,0.784,99.428,2.722,1895.201,6.02549408,0.4472000002861023
2018-04-23,3.154,5.107,0.778,99.407,2.708,1878.182,5.92698464,0.44040000438690186
2018-04-24,3.233,5.22,0.782,99.507,2.7,1906.659,6.1157944,0.4429999887943268
2018-04-25,3.21,5.225,0.772,99.407,2.699,1888.863,6.15684,0.4341999888420105
2018-04-26,3.134,5.128,0.772,99.407,2.702,1863.087,6.00086672,0.4341999888420105
2018-04-27,3.142,5.151,0.786,99.407,2.692,1872.412,6.10758528,0.4465999901294708
2018-05-02,3.154,5.137,0.783,98.898,2.684,1863.051,6.0337032,0.44620001316070557
2018-05-03,3.176,5.19,0.78,98.917,2.684,1873.943,6.09937616,0.4442000091075897
2018-05-04,3.158,5.186,0.781,98.993,2.687,1869.779,6.16504912,0.4456000030040741
2018-05-07,3.219,5.291,0.788,99.01,2.694,1906.464,6.26355856,0.45399999618530273
2018-05-08,3.269,5.317,0.787,98.818,2.692,1912.712,6.32923152,0.454800009727478
2018-05-09,3.258,5.295,0.787,98.577,2.689,1909.512,6.27176768,0.4544000029563904
2018-05-10,3.284,5.318,0.794,98.407,2.69,1917.776,6.4441592,0.4607999920845032
2018-05-11,3.261,5.274,0.798,98.507,2.693,1931.423,6.38669536,0.4634000062942505
2018-05-14,3.295,5.248,0.804,98.013,2.694,1930.91,6.24714032,0.46299999952316284
2018-05-15,3.31,5.3,0.799,98.208,2.68,1937.777,6.30460416,0.46219998598098755
2018-05-16,3.278,5.287,0.798,98.307,2.654,1916.202,6.30460416,0.4578000009059906
2018-05-17,3.245,5.252,0.8,98.407,2.642,1916.142,6.34564976,0.4618000090122223
2018-05-18,3.287,5.287,0.8,98.407,2.644,1954.114,6.41132272,0.46160000562667847
2018-05-21,3.306,5.348,0.814,98.507,2.639,1956.496,6.45236832,0.46480000019073486
2018-05-22,3.29,5.371,0.812,98.707,2.646,1951.517,6.58371424,0.46320000290870667
2018-05-23,3.239,5.297,0.806,98.707,2.649,1896.842,6.4852048,0.4596000015735626
2018-05-24,3.208,5.28,0.81,98.95,2.665,1890.504,6.67401456,0.46459999680519104
2018-05-25,3.199,5.206,0.811,98.888,2.678,1865.165,6.567296,0.46540001034736633
2018-05-28,3.223,5.196,0.814,99.366,2.667,1851.075,6.29639504,0.4674000144004822
2018-05-29,3.187,5.128,0.809,99.441,2.676,1848.56,6.2799768,0.46700000762939453
2018-05-30,3.115,5.005,0.799,99.607,2.683,1804.645,5.94340288,0.46380001306533813
2018-05-31,3.191,5.066,0.807,99.598,2.686,1823.796,6.15684,0.4699999988079071
2018-06-01,3.165,5.005,0.804,99.511,2.68,1825.597,6.06653968,0.4681999981403351
2018-06-04,3.202,5.004,0.815,99.449,2.665,1822.449,6.0337032,0.47679999470710754
2018-06-05,3.234,5.093,0.82,99.231,2.662,1833.902,6.1157944,0.4828000068664551
2018-06-06,3.227,5.087,0.818,99.273,2.666,1851.817,6.12400352,0.48399999737739563
2018-06-07,3.226,5.059,0.824,99.074,2.664,1864.858,6.12400352,0.4878000020980835
2018-06-08,3.175,4.994,0.822,98.916,2.664,1834.424,6.15684,0.48100000619888306
2018-06-11,3.185,4.962,0.829,99.169,2.671,1839.336,6.09937616,0.4862000048160553
2018-06-12,3.223,5.005,0.834,99.151,2.669,1856.01,6.09116704,0.4875999987125397
2018-06-13,3.184,4.93,0.836,98.908,2.667,1837.816,5.97623936,0.490200012922287
2018-06-14,3.174,4.922,0.83,98.968,2.677,1838.403,5.83668432,0.487199991941452
2018-06-15,3.168,4.83,0.837,99.068,2.682,1822.947,5.87772992,0.4943999946117401
2018-06-19,3.038,4.509,0.819,98.91,2.659,1736.588,5.28667328,0.48840001225471497
2018-06-20,3.038,4.551,0.827,99.107,2.651,1736.13,5.2948824,0.49160000681877136
2018-06-21,3.008,4.466,0.837,99.407,2.641,1720.78,5.18816384,0.5009999871253967
2018-06-22,3.024,4.527,0.832,99.595,2.653,1737.844,5.27846416,0.4975999891757965
2018-06-25,2.973,4.483,0.839,99.807,2.658,1713.915,5.22920944,0.4941999912261963
2018-06-26,2.938,4.524,0.831,99.707,2.657,1709.404,5.28667328,0.4862000048160553
2018-06-27,2.854,4.46,0.824,99.408,2.663,1706.682,5.2948824,0.48260000348091125
2018-06-28,2.834,4.425,0.82,99.707,2.655,1683.596,5.31950976,0.47920000553131104
2018-06-29,2.925,4.589,0.835,100.007,2.661,1720.632,5.40981008,0.48980000615119934
2018-07-02,2.831,4.511,0.83,100.203,2.667,1674.659,5.05681792,0.48739999532699585
2018-07-03,2.818,4.561,0.845,100.603,2.665,1676.006,5.0486088,0.5005999803543091
2018-07-04,2.782,4.496,0.836,100.307,2.673,1667.867,4.98293584,0.4918000102043152
2018-07-05,2.754,4.37,0.844,100.307,2.675,1627.912,4.53964336,0.492000013589859
2018-07-06,2.783,4.372,0.851,100.307,2.68,1631.797,4.60555069,0.49939998984336853
2018-07-09,2.882,4.49,0.859,100.107,2.677,1671.135,4.66322306,0.5148000121116638
2018-07-10,2.891,4.516,0.863,100.181,2.668,1684.356,4.72913434,0.520799994468689
2018-07-11,2.833,4.426,0.865,99.964,2.676,1651.282,4.63850633,0.5108000040054321
2018-07-12,2.916,4.562,0.871,100.207,2.668,1678.931,4.72913434,0.5156000256538391
2018-07-13,2.922,4.574,0.87,100.208,2.665,1695.155,4.70441761,0.5206000208854675
2018-07-16,2.907,4.579,0.87,100.547,2.669,1689.958,4.74561216,0.5167999863624573
2018-07-17,2.885,4.563,0.865,100.687,2.664,1678.598,4.67970088,0.5117999911308289
2018-07-18,2.869,4.54,0.874,100.535,2.639,1668.927,4.68793979,0.5189999938011169
2018-07-19,2.871,4.5,0.88,100.806,2.65,1657.573,4.55611723,0.521399974822998
2018-07-20,2.938,4.558,0.881,100.907,2.655,1671.958,4.63850633,0.5220000147819519
2018-07-23,2.961,4.594,0.878,100.607,2.668,1712.66,4.73737325,0.5203999876976013
2018-07-24,3.027,4.675,0.889,100.421,2.666,1750.002,4.87743472,0.5281999707221985
2018-07-25,3.026,4.676,0.889,100.307,2.668,1741.734,4.83624017,0.5299999713897705
2018-07-26,2.979,4.647,0.895,100.396,2.672,1735.477,4.85271799,0.5311999917030334
2018-07-27,2.97,4.622,0.906,100.456,2.669,1722.194,4.95982382,0.5315999984741211
2018-07-30,2.95,4.549,0.895,100.407,2.671,1723.361,4.81152344,0.52920001745224
2018-07-31,2.963,4.559,0.881,100.506,2.673,1724.1,4.84447908,0.5167999863624573
2018-08-01,2.883,4.484,0.89,100.505,2.672,1691.8,4.78680671,0.5234000086784363
2018-08-02,2.805,4.375,0.887,101.007,2.664,1659.079,4.5314005,0.5246000289916992
2018-08-03,2.757,4.33,0.902,101.107,2.663,1638.806,4.63026742,0.5404000282287598
2018-08-06,2.722,4.234,0.912,101.496,2.663,1599.23,4.49020595,0.553600013256073
2018-08-07,2.815,4.345,0.928,101.067,2.662,1651.869,4.72913434,0.5508000254631042
2018-08-08,2.765,4.287,0.915,100.646,2.658,1637.135,4.77032889,0.5419999957084656
2018-08-09,2.846,4.401,0.906,100.658,2.658,1666.788,4.88567363,0.534600019454956
2018-08-10,2.852,4.42,0.907,100.712,2.656,1662.196,4.98454055,0.5333999991416931
2018-08-13,2.837,4.449,0.9,100.148,2.664,1664.249,5.13284093,0.5320000052452087
2018-08-14,2.822,4.426,0.902,100.348,2.641,1669.313,5.22346894,0.5357999801635742
2018-08-15,2.74,4.333,0.913,100.692,2.637,1633.295,4.943346,0.5419999957084656
2018-08-16,2.726,4.293,0.9,100.412,2.604,1611.089,4.72089543,0.5324000120162964
2018-08-17,2.675,4.212,0.911,100.412,2.598,1587.279,4.58907287,0.5335999727249146
2018-08-20,2.71,4.237,0.911,99.558,2.615,1607.05,4.58907287,0.531000018119812
2018-08-21,2.767,4.282,0.908,99.758,2.627,1624.32,4.63026742,0.5275999903678894
2018-08-22,2.761,4.253,0.907,99.547,2.626,1616.911,4.58083396,0.5271999835968018
2018-08-23,2.771,4.275,0.909,100.007,2.627,1618.16,4.62202851,0.5329999923706055
2018-08-24,2.776,4.258,0.907,99.812,2.628,1614.426,4.63026742,0.5332000255584717
2018-08-27,2.861,4.37,0.911,100.034,2.641,1651.995,4.70441761,0.5356000065803528
2018-08-28,2.851,4.375,0.919,100.025,2.65,1663.932,4.6961787,0.5410000085830688
2018-08-29,2.838,4.351,0.921,100.14,2.638,1651.221,4.70441761,0.5415999889373779
2018-08-30,2.804,4.282,0.925,100.303,2.641,1639.612,4.68793979,0.5496000051498413
2018-08-31,2.778,4.233,0.922,100.384,2.646,1625.281,4.58907287,0.5479999780654907
2018-09-03,2.771,4.254,0.918,100.197,2.635,1622.177,4.56435614,0.5483999848365784
2018-09-04,2.811,4.286,0.921,100.188,2.626,1633.221,4.65498415,0.5508000254631042
2018-09-05,2.741,4.227,0.917,100.107,2.624,1601.114,4.59731178,0.5455999970436096
2018-09-06,2.712,4.207,0.913,99.995,2.633,1593.592,4.49020595,0.5368000268936157
2018-09-07,2.734,4.2,0.911,99.964,2.642,1611.692,4.49020595,0.5324000120162964
2018-09-10,2.686,4.132,0.915,99.917,2.633,1579.598,4.39133903,0.5360000133514404
2018-09-11,2.674,4.126,0.918,99.694,2.64,1564.411,4.41605576,0.5386000275611877
2018-09-12,2.651,4.112,0.922,99.578,2.639,1563.805,4.41605576,0.5443999767303467
2018-09-13,2.686,4.137,0.92,99.558,2.65,1588.236,4.4490114,0.5389999747276306
2018-09-14,2.691,4.09,0.925,99.787,2.656,1595.04,4.59731178,0.5443999767303467
2018-09-17,2.66,4.038,0.925,99.908,2.642,1564.365,4.58083396,0.5418000221252441
2018-09-18,2.723,4.101,0.918,99.991,2.646,1593.11,4.63026742,0.534600019454956
2018-09-19,2.768,4.152,0.923,99.975,2.648,1613.019,4.81976235,0.5392000079154968
2018-09-20,2.766,4.152,0.926,99.777,2.651,1613.439,4.80328453,0.5382000207901001
2018-09-21,2.872,4.235,0.933,99.626,2.657,1647.695,4.78680671,0.5440000295639038
2018-09-25,2.837,4.211,0.93,99.797,2.649,1646.113,4.70441761,0.5418000221252441
2018-09-26,2.875,4.22,0.935,99.837,2.653,1662.386,4.72913434,0.545199990272522
2018-09-27,2.86,4.173,0.927,99.947,2.642,1654.492,4.6961787,0.5442000031471252
2018-09-28,2.896,4.232,0.929,100.18,2.623,1668.513,4.7785678,0.5508000254631042
2018-10-08,2.729,4.075,0.921,100.214,2.656,1619.001,4.53963941,0.5353999733924866
2018-10-09,2.736,4.062,0.924,100.339,2.652,1649.546,4.58083396,0.5350000262260437
2018-10-10,2.734,4.061,0.927,100.277,2.652,1656.894,4.58907287,0.5370000004768372
2018-10-11,2.562,3.736,0.882,100.446,2.665,1560.187,4.16888846,0.5019999742507935
2018-10-12,2.621,3.72,0.888,100.621,2.702,1571.251,4.08649936,0.5127999782562256
2018-10-15,2.574,3.652,0.88,100.613,2.728,1539.402,4.07826045,0.5109999775886536
2018-10-16,2.553,3.58,0.883,100.647,2.727,1510.634,3.9546768,0.5117999911308289
2018-10-17,2.564,3.596,0.901,100.723,2.719,1514.707,3.98763244,0.5293999910354614
2018-10-18,2.494,3.512,0.897,100.7,2.722,1453.301,4.0370659,0.5238000154495239
2018-10-19,2.573,3.589,0.891,100.875,2.734,1475.771,4.16888846,0.5198000073432922
2018-10-22,2.741,3.813,0.891,100.757,2.73,1533.458,4.3666223,0.5174000263214111
2018-10-23,2.628,3.715,0.878,100.704,2.744,1498.714,4.19360519,0.5088000297546387
2018-10-24,2.633,3.704,0.878,100.797,2.745,1503.69,4.12769391,0.5120000243186951
2018-10-25,2.649,3.703,0.857,100.976,2.759,1501.647,4.08649936,0.49540001153945923
2018-10-26,2.616,3.684,0.859,100.99,2.757,1508.998,4.10297718,0.49799999594688416
2018-10-29,2.519,3.636,0.854,101.002,2.753,1473.814,4.02058808,0.4966000020503998
2018-10-30,2.556,3.672,0.855,101.238,2.747,1486.046,4.04530481,0.48980000615119934
2018-10-31,2.593,3.732,0.868,101.209,2.724,1515.774,4.08649936,0.49720001220703125
2018-11-01,2.616,3.76,0.873,101.278,2.73,1515.179,4.11121609,0.5027999877929688
2018-11-02,2.751,3.907,0.882,101.227,2.731,1555.572,4.22656083,0.5094000101089478
2018-11-05,2.708,3.886,0.872,101.1,2.732,1552.847,4.24303865,0.5009999871253967
2018-11-06,2.687,3.894,0.882,101.268,2.734,1552.518,4.22656083,0.4997999966144562
2018-11-07,2.66,3.855,0.886,101.39,2.735,1545.883,4.16888846,0.5055999755859375
2018-11-08,2.657,3.828,0.904,101.707,2.724,1532.978,4.13593282,0.5175999999046326
2018-11-09,2.616,3.829,0.9,101.637,2.718,1509.018,4.09473827,0.5149999856948853
2018-11-12,2.652,3.936,0.899,101.678,2.698,1528.849,4.18536628,0.5135999917984009
2018-11-13,2.686,4.019,0.88,101.682,2.689,1536.618,4.25127756,0.498199999332428
2018-11-14,2.646,4.0,0.88,102.01,2.688,1522.934,4.23479974,0.4966000020503998
2018-11-15,2.689,4.075,0.873,102.318,2.703,1540.888,4.30071102,0.4927999973297119
2018-11-16,2.699,4.101,0.875,102.515,2.707,1540.364,4.35014448,0.49480000138282776
2018-11-19,2.736,4.103,0.877,102.65,2.714,1553.39,4.5314005,0.4968000054359436
2018-11-20,2.663,3.987,0.865,102.543,2.724,1525.049,4.34190557,0.47920000553131104
2018-11-21,2.666,3.997,0.852,102.55,2.723,1514.847,4.34190557,0.4758000075817108
2018-11-22,2.657,3.997,0.852,102.481,2.728,1510.179,4.30894993,0.47540000081062317
2018-11-23,2.572,3.817,0.85,102.491,2.731,1456.848,4.14417173,0.4722000062465668
2018-11-26,2.577,3.825,0.852,102.305,2.727,1442.543,4.16064955,0.4763999879360199
2018-11-27,2.574,3.846,0.858,102.314,2.722,1445.482,4.11121609,0.4819999933242798
2018-11-28,2.622,3.906,0.865,102.352,2.71,1461.965,4.17712737,0.4869999885559082
2018-11-29,2.59,3.822,0.877,102.559,2.731,1452.008,4.08649936,0.4966000020503998
2018-11-30,2.623,3.845,0.881,102.394,2.732,1463.965,4.11121609,0.4986000061035156
2018-12-03,2.707,3.975,0.9,102.544,2.72,1502.435,4.27599429,0.5116000175476074
2018-12-04,2.712,3.992,0.885,102.773,2.72,1511.382,4.37486121,0.5026000142097473
2018-12-05,2.697,3.964,0.867,103.03,2.725,1507.264,4.33366666,0.4887999892234802
2018-12-06,2.63,3.873,0.855,103.146,2.735,1486.938,4.21832192,0.48080000281333923
2018-12-07,2.623,3.874,0.861,103.187,2.738,1491.618,4.26775538,0.4880000054836273
2018-12-10,2.593,3.823,0.837,103.306,2.767,1481.245,4.22656083,0.47360000014305115
2018-12-11,2.606,3.867,0.844,103.461,2.763,1486.855,4.35014448,0.4797999858856201
2018-12-12,2.617,3.857,0.848,103.492,2.75,1487.582,4.29247211,0.48579999804496765
