date,510300.SH,510500.SH,513500.SH,511260.SH,518880.SH
2024-01-04,3.133,5.206,1.589,122.466,4.651
2024-01-05,3.116,5.136,1.582,122.824,4.664
2024-01-08,3.069,5.01,1.584,122.637,4.65
2024-01-09,3.077,5.022,1.611,122.789,4.649
2024-01-10,3.061,5.009,1.61,122.748,4.631
2024-01-11,3.08,5.072,1.623,122.669,4.631
2024-01-12,3.069,5.052,1.616,122.536,4.646
2024-01-15,3.065,5.039,1.624,122.555,4.673
2024-01-16,3.087,5.034,1.616,122.518,4.677
2024-01-17,3.012,4.901,1.609,122.665,4.631
2024-01-18,3.057,4.906,1.61,122.757,4.616
2024-01-19,3.064,4.866,1.626,122.823,4.643
2024-01-22,2.995,4.63,1.652,122.934,4.625
2024-01-23,3.017,4.708,1.656,122.873,4.632
2024-01-24,3.068,4.778,1.674,122.886,4.626
2024-01-25,3.124,4.926,1.666,122.896,4.605
2024-01-26,3.118,4.869,1.654,122.987,4.625
2024-01-29,3.088,4.773,1.661,123.057,4.634
2024-01-30,3.032,4.671,1.681,123.406,4.647
2024-01-31,3.011,4.543,1.674,123.611,4.653
2024-02-01,3.007,4.525,1.66,123.624,4.668
2024-02-02,2.977,4.397,1.688,123.597,4.679
2024-02-05,2.997,4.295,1.695,123.792,4.643
2024-02-06,3.1,4.673,1.695,123.464,4.633
2024-02-07,3.129,4.985,1.701,123.534,4.642
2024-02-08,3.151,5.009,1.745,123.707,4.662
2024-02-19,3.178,4.975,1.737,123.73,4.644
2024-02-20,3.19,4.975,1.731,123.816,4.642
2024-02-21,3.238,4.972,1.717,123.901,4.642
2024-02-22,3.264,5.017,1.741,123.878,4.639
2024-02-23,3.267,5.041,1.766,124.059,4.63
2024-02-26,3.232,5.031,1.755,124.16,4.651
2024-02-27,3.273,5.158,1.761,124.347,4.646
2024-02-28,3.237,5.019,1.783,124.509,4.645
2024-02-29,3.292,5.191,1.772,124.711,4.647
2024-03-01,3.319,5.227,1.781,124.245,4.667
2024-03-04,3.316,5.225,1.794,124.403,4.725
2024-03-05,3.345,5.198,1.789,124.43,4.789
2024-03-06,3.331,5.193,1.781,124.834,4.824
2024-03-07,3.312,5.123,1.776,124.968,4.885
2024-03-08,3.322,5.194,1.8,124.939,4.881
2024-03-11,3.37,5.296,1.794,124.812,4.899
2024-03-12,3.375,5.265,1.788,124.327,4.879
2024-03-13,3.354,5.257,1.783,124.277,4.87
2024-03-14,3.341,5.234,1.784,124.235,4.877
2024-03-15,3.35,5.309,1.775,124.381,4.899
2024-03-18,3.381,5.38,1.781,124.488,4.86
2024-03-19,3.358,5.321,1.774,124.772,4.87
2024-03-20,3.361,5.335,1.79,124.633,4.88
2024-03-21,3.359,5.308,1.826,124.633,4.978
2024-03-22,3.328,5.225,1.837,124.627,4.946
2024-03-25,3.309,5.144,1.825,124.452,4.956
2024-03-26,3.32,5.12,1.832,124.471,4.966
2024-03-27,3.282,4.996,1.844,124.557,4.99
2024-03-28,3.299,5.063,1.868,124.58,5.029
2024-03-29,3.315,5.131,1.856,124.721,5.126
2024-04-01,3.373,5.244,1.849,124.569,5.155
2024-04-02,3.361,5.222,1.842,124.623,5.159
2024-04-03,3.347,5.219,1.802,124.89,5.231
2024-04-08,3.318,5.139,1.807,124.942,5.354
2024-04-09,3.312,5.184,1.813,125.082,5.369
2024-04-10,3.286,5.121,1.81,124.985,5.388
2024-04-11,3.283,5.146,1.788,124.966,5.348
2024-04-12,3.255,5.117,1.802,125.201,5.504
2024-04-15,3.328,5.188,1.783,125.317,5.417
2024-04-16,3.296,5.04,1.741,125.328,5.452
2024-04-17,3.342,5.181,1.734,125.373,5.461
2024-04-18,3.348,5.191,1.73,125.592,5.445
2024-04-19,3.32,5.154,1.709,125.621,5.471
2024-04-22,3.313,5.109,1.716,125.709,5.364
2024-04-23,3.288,5.047,1.728,126.006,5.232
2024-04-24,3.302,5.109,1.766,125.434,5.287
2024-04-25,3.312,5.101,1.739,125.496,5.288
2024-04-26,3.362,5.221,1.746,125.2,5.329
2024-04-29,3.405,5.327,1.754,124.584,5.294
2024-04-30,3.387,5.289,1.758,125.051,5.286
2024-05-06,3.437,5.374,1.759,125.143,5.254
2024-05-07,3.439,5.373,1.777,125.462,5.268
2024-05-08,3.41,5.302,1.784,125.588,5.261
2024-05-09,3.445,5.403,1.779,125.407,5.25
2024-05-10,3.447,5.383,1.799,125.232,5.369
2024-05-13,3.444,5.354,1.807,125.497,5.337
2024-05-14,3.438,5.348,1.807,125.56,5.329
2024-05-15,3.412,5.299,1.826,125.471,5.37
2024-05-16,3.424,5.273,1.85,125.387,5.417
2024-05-17,3.465,5.351,1.844,125.217,5.416
2024-05-20,3.473,5.371,1.834,125.44,5.55
2024-05-21,3.461,5.331,1.835,125.358,5.481
2024-05-22,3.469,5.325,1.844,125.454,5.492
2024-05-23,3.432,5.23,1.849,125.598,5.366
2024-05-24,3.391,5.178,1.818,125.543,5.319
2024-05-27,3.421,5.23,1.834,125.521,5.338
2024-05-28,3.398,5.183,1.838,125.685,5.334
2024-05-29,3.399,5.194,1.829,125.791,5.37
2024-05-30,3.385,5.183,1.806,125.798,5.317
2024-05-31,3.371,5.182,1.807,125.605,5.343
2024-06-03,3.376,5.141,1.835,125.686,5.296
2024-06-04,3.401,5.212,1.838,125.695,5.346
2024-06-05,3.388,5.154,1.847,125.836,5.324
2024-06-06,3.388,5.116,1.873,125.873,5.398
2024-06-07,3.365,5.091,1.882,125.975,5.399
2024-06-11,3.34,5.103,1.889,125.993,5.237
2024-06-12,3.336,5.118,1.892,125.945,5.267
2024-06-13,3.323,5.091,1.909,126.041,5.269
2024-06-14,3.343,5.116,1.903,126.108,5.271
2024-06-17,3.333,5.098,1.893,126.179,5.279
2024-06-18,3.344,5.125,1.902,126.296,5.284
2024-06-19,3.334,5.071,1.904,126.319,5.305
2024-06-20,3.311,4.993,1.921,126.417,5.351
2024-06-21,3.305,5.002,1.914,126.316,5.376
2024-06-24,3.288,4.894,1.91,126.431,5.29
2024-06-25,3.267,4.85,1.907,126.571,5.302
2024-06-26,3.288,4.919,1.933,126.626,5.271
2024-06-27,3.269,4.835,1.948,126.791,5.242
2024-06-28,3.276,4.843,1.971,126.937,5.297
2024-07-01,3.29,4.902,1.967,126.527,5.299
2024-07-02,3.285,4.856,1.971,126.732,5.306
2024-07-03,3.279,4.813,1.999,126.843,5.34
2024-07-04,3.264,4.742,1.977,126.897,5.365
2024-07-05,3.247,4.777,1.993,126.657,5.381
2024-07-08,3.223,4.695,1.999,126.281,5.384
2024-07-09,3.26,4.783,1.996,126.599,5.362
2024-07-10,3.252,4.755,1.985,126.594,5.397
2024-07-11,3.298,4.854,2.004,126.679,5.417
2024-07-12,3.308,4.832,1.974,126.84,5.446
2024-07-15,3.315,4.796,2.024,126.947,5.442
2024-07-16,3.34,4.813,2.028,126.92,5.505
2024-07-17,3.345,4.778,2.053,127.062,5.576
2024-07-18,3.366,4.801,2.027,126.986,5.573
2024-07-19,3.389,4.793,1.979,127.016,5.425
2024-07-22,3.36,4.781,1.956,127.279,5.421
2024-07-23,3.29,4.641,1.983,127.513,5.394
2024-07-24,3.268,4.584,1.968,127.626,5.465
2024-07-25,3.248,4.578,1.911,127.643,5.327
2024-07-26,3.263,4.653,1.927,127.85,5.35
2024-07-29,3.243,4.623,1.972,127.946,5.387
2024-07-30,3.22,4.619,1.962,128.01,5.394
2024-07-31,3.297,4.822,1.948,128.163,5.436
2024-08-01,3.272,4.777,1.972,128.375,5.48
2024-08-02,3.236,4.711,1.912,128.392,5.505
2024-08-05,3.197,4.617,1.785,128.756,5.366
2024-08-06,3.197,4.668,1.804,128.321,5.327
2024-08-07,3.19,4.67,1.811,128.66,5.352
2024-08-08,3.194,4.68,1.799,128.232,5.349
2024-08-09,3.182,4.639,1.835,127.968,5.396
2024-08-12,3.178,4.641,1.86,127.119,5.437
2024-08-13,3.183,4.651,1.887,127.512,5.474
2024-08-14,3.159,4.584,1.922,127.936,5.456
2024-08-15,3.197,4.621,1.948,127.778,5.443
2024-08-16,3.199,4.593,1.975,127.895,5.453
2024-08-19,3.208,4.601,1.942,128.092,5.513
2024-08-20,3.192,4.519,1.966,128.039,5.513
2024-08-21,3.177,4.51,1.967,127.898,5.537
2024-08-22,3.168,4.454,1.971,128.163,5.523
2024-08-23,3.182,4.455,1.964,128.219,5.504
2024-08-26,3.183,4.46,1.978,128.228,5.538
2024-08-27,3.166,4.414,1.978,127.964,5.534
2024-08-28,3.146,4.415,1.997,128.12,5.528
2024-08-29,3.136,4.479,1.974,127.965,5.535
2024-08-30,3.181,4.559,1.978,127.949,5.522
2024-09-02,3.121,4.464,1.999,128.189,5.491
2024-09-03,3.133,4.513,1.998,128.354,5.501
2024-09-04,3.112,4.501,1.919,128.434,5.463
2024-09-05,3.119,4.522,1.929,128.577,5.502
2024-09-06,3.091,4.458,1.919,128.579,5.517
2024-09-09,3.05,4.425,1.905,128.679,5.477
2024-09-10,3.05,4.423,1.895,128.829,5.513
2024-09-11,3.043,4.435,1.899,129.006,5.542
2024-09-12,3.032,4.417,1.931,128.9,5.531
2024-09-13,3.017,4.369,1.941,129.154,5.611
2024-09-18,3.027,4.384,1.939,129.369,5.609
2024-09-19,3.054,4.447,1.965,129.291,5.6
2024-09-20,3.063,4.415,1.97,129.5,5.663
2024-09-23,3.072,4.414,1.974,129.565,5.711
2024-09-24,3.216,4.626,1.96,129.096,5.697
2024-09-25,3.263,4.66,1.945,129.513,5.74
2024-09-26,3.429,4.908,1.948,129.153,5.751
2024-09-27,3.658,5.34,1.919,128.07,5.708
2024-09-30,4.022,5.842,1.908,127.574,5.707
2024-10-08,4.201,6.093,1.893,127.748,5.714
2024-10-09,3.811,5.71,1.925,128.004,5.64
2024-10-10,3.875,5.636,1.956,128.572,5.676
2024-10-11,3.766,5.403,1.967,128.481,5.739
2024-10-14,3.829,5.54,1.988,128.491,5.799
2024-10-15,3.72,5.398,2.047,128.667,5.799
2024-10-16,3.695,5.393,2.024,128.664,5.884
2024-10-17,3.652,5.349,2.045,128.867,5.905
2024-10-18,3.805,5.584,2.027,128.808,5.945
2024-10-21,3.805,5.64,2.018,128.819,6.02
2024-10-22,3.829,5.693,2.006,128.736,6.018
2024-10-23,3.844,5.716,1.999,128.49,6.056
2024-10-24,3.8,5.665,1.991,128.447,5.995
2024-10-25,3.829,5.754,1.991,128.368,5.998
2024-10-28,3.835,5.822,2.012,128.313,6.017
2024-10-29,3.802,5.763,2.005,128.502,6.068
2024-10-30,3.76,5.781,2.02,128.493,6.14
2024-10-31,3.76,5.847,1.996,128.523,6.103
2024-11-01,3.768,5.793,1.971,128.726,6.051
2024-11-04,3.821,5.88,1.963,128.745,6.006
2024-11-05,3.926,6.063,1.961,128.801,6.006
2024-11-06,3.9,6.07,2.029,128.885,5.994
2024-11-07,4.037,6.19,2.045,128.913,5.86
2024-11-08,3.983,6.173,2.063,129.091,5.898
2024-11-11,4.004,6.279,2.089,129.131,5.905
2024-11-12,3.958,6.219,2.113,129.407,5.807
2024-11-13,3.984,6.2,2.095,129.395,5.796
2024-11-14,3.913,6.028,2.122,129.369,5.68
2024-11-15,3.844,5.868,2.088,129.432,5.683
2024-11-18,3.827,5.778,2.102,129.217,5.758
2024-11-19,3.847,5.871,2.106,129.274,5.858
2024-11-20,3.857,5.932,2.112,129.339,5.857
2024-11-21,3.862,5.927,2.107,129.49,5.933
2024-11-22,3.742,5.687,2.128,129.569,6.01
2024-11-25,3.72,5.672,2.177,129.733,5.916
2024-11-26,3.712,5.632,2.181,129.907,5.844
2024-11-27,3.776,5.743,2.18,129.782,5.899
2024-11-28,3.747,5.705,2.178,129.971,5.869
2024-11-29,3.79,5.791,2.182,130.116,5.923
2024-12-02,3.82,5.883,2.199,130.412,5.872
2024-12-03,3.824,5.873,2.217,130.523,5.931
2024-12-04,3.803,5.828,2.217,130.81,5.929
2024-12-05,3.796,5.845,2.233,130.938,5.927
2024-12-06,3.846,5.923,2.228,130.779,5.903
2024-12-09,3.843,5.89,2.227,130.945,5.936
2024-12-10,3.874,5.942,2.207,131.714,5.961
2024-12-11,3.864,5.988,2.227,131.935,6.011
2024-12-12,3.906,6.044,2.232,132.21,6.052
2024-12-13,3.809,5.946,2.244,132.684,6.001
2024-12-16,3.785,5.852,2.274,133.202,5.947
2024-12-17,3.796,5.788,2.254,132.914,5.94
2024-12-18,3.813,5.826,2.229,132.628,5.932
2024-12-19,3.819,5.844,2.157,132.494,5.885
2024-12-20,3.807,5.856,2.144,133.127,5.892
2024-12-23,3.811,5.762,2.194,133.306,5.951
2024-12-24,3.858,5.829,2.186,133.03,5.921
2024-12-25,3.861,5.779,2.197,132.88,5.936
2024-12-26,3.862,5.824,2.2,132.838,5.94
2024-12-27,3.856,5.838,2.191,133.313,5.945
2024-12-30,3.875,5.836,2.165,133.11,5.923
2024-12-31,3.811,5.658,2.162,133.361,5.928
2025-01-02,3.698,5.484,2.183,134.055,5.977
2025-01-03,3.658,5.37,2.17,134.376,6.029
2025-01-06,3.642,5.357,2.211,134.461,5.99
2025-01-07,3.669,5.415,2.193,134.284,6.0
2025-01-08,3.663,5.392,2.19,134.27,6.03
2025-01-09,3.655,5.388,2.186,134.087,6.065
2025-01-10,3.612,5.306,2.173,133.936,6.105
2025-01-13,3.597,5.315,2.139,133.864,6.12
2025-01-14,3.695,5.502,2.162,134.003,6.068
2025-01-15,3.672,5.457,2.158,134.25,6.102
2025-01-16,3.674,5.475,2.193,134.081,6.122
2025-01-17,3.687,5.519,2.191,133.993,6.139
2025-01-20,3.706,5.546,2.201,133.851,6.127
2025-01-21,3.711,5.566,2.2,133.966,6.127
2025-01-22,3.675,5.545,2.218,134.026,6.181
2025-01-23,3.686,5.522,2.205,133.958,6.187
2025-01-24,3.718,5.59,2.214,133.812,6.218
2025-01-27,3.696,5.523,2.196,134.321,6.202
2025-02-05,3.676,5.546,2.192,134.385,6.439
2025-02-06,3.721,5.678,2.198,134.466,6.402
2025-02-07,3.777,5.769,2.192,134.412,6.42
2025-02-10,3.781,5.82,2.187,134.281,6.518
2025-02-11,3.765,5.797,2.183,134.319,6.584
2025-02-12,3.803,5.874,2.175,134.317,6.538
2025-02-13,3.793,5.845,2.172,134.283,6.57
2025-02-14,3.823,5.891,2.173,134.069,6.605
2025-02-17,3.83,5.882,2.17,133.696,6.494
2025-02-18,3.801,5.782,2.185,133.568,6.555
2025-02-19,3.822,5.875,2.176,133.706,6.598
2025-02-20,3.81,5.89,2.174,133.571,6.619
2025-02-21,3.864,5.992,2.154,133.294,6.568
2025-02-24,3.851,5.974,2.125,132.697,6.581
2025-02-25,3.81,5.911,2.094,132.804,6.582
2025-02-26,3.843,5.983,2.091,133.153,6.519
2025-02-27,3.856,5.967,2.084,132.915,6.492
2025-02-28,3.783,5.805,2.032,133.122,6.444
2025-03-03,3.77,5.815,2.07,133.299,6.451
2025-03-04,3.766,5.867,2.031,133.252,6.499
2025-03-05,3.783,5.882,2.024,133.275,6.547
2025-03-06,3.838,5.977,2.025,132.936,6.535
2025-03-07,3.828,5.951,2.001,132.557,6.526
2025-03-10,3.812,5.944,1.999,132.262,6.544
2025-03-11,3.824,5.974,1.949,131.744,6.505
2025-03-12,3.814,5.978,1.938,132.253,6.526
2025-03-13,3.794,5.927,1.932,132.115,6.575
2025-03-14,3.895,6.036,1.93,131.908,6.673
2025-03-17,3.883,6.038,1.929,131.506,6.677
2025-03-18,3.892,6.064,1.948,131.489,6.727
2025-03-19,3.898,6.04,1.933,131.604,6.8
2025-03-20,3.865,5.998,1.981,132.158,6.807
2025-03-21,3.799,5.906,1.973,132.156,6.774
2025-03-24,3.816,5.899,1.999,132.009,6.78
2025-03-25,3.818,5.879,2.017,132.329,6.774
2025-03-26,3.802,5.879,2.011,132.439,6.795
2025-03-27,3.816,5.894,1.983,132.493,6.812
2025-03-28,3.797,5.847,1.963,132.314,6.938
2025-03-31,3.773,5.792,1.907,132.296,7.012
2025-04-01,3.771,5.824,1.937,132.316,7.056
2025-04-02,3.768,5.831,1.937,132.509,7.029
2025-04-03,3.748,5.78,1.897,133.325,7.094
2025-04-07,3.484,5.218,1.707,134.205,6.877
2025-04-08,3.519,5.251,1.776,133.8,6.925
2025-04-09,3.555,5.366,1.722,133.899,7.012
2025-04-10,3.618,5.473,1.886,133.914,7.164
2025-04-11,3.629,5.511,1.841,133.891,7.273
2025-04-14,3.637,5.555,1.872,133.891,7.327
2025-04-15,3.64,5.532,1.865,133.984,7.325
2025-04-16,3.649,5.483,1.842,134.166,7.503
2025-04-17,3.652,5.486,1.835,134.132,7.565
2025-04-18,3.662,5.488,1.829,134.055,7.583
2025-04-21,3.664,5.57,1.806,133.914,7.724
2025-04-22,3.667,5.555,1.803,134.046,7.982
2025-04-23,3.671,5.566,1.855,133.907,7.5
2025-04-24,3.671,5.543,1.846,133.825,7.582
2025-04-25,3.671,5.559,1.895,133.903,7.53
2025-04-28,3.665,5.533,1.901,133.993,7.465
2025-04-29,3.658,5.536,1.897,134.309,7.517
2025-04-30,3.655,5.564,1.9,134.353,7.471
2025-05-06,3.692,5.671,1.918,134.307,7.612
2025-05-07,3.716,5.681,1.922,134.193,7.671
2025-05-08,3.739,5.705,1.94,134.301,7.557
2025-05-09,3.734,5.658,1.942,134.399,7.531
2025-05-12,3.779,5.73,1.963,134.261,7.376
2025-05-13,3.783,5.716,1.977,134.091,7.332
2025-05-14,3.834,5.736,2.013,133.982,7.277
2025-05-15,3.8,5.659,1.999,133.956,7.062
2025-05-16,3.778,5.649,2.012,133.855,7.177
2025-05-19,3.772,5.663,2.006,133.931,7.222
2025-05-20,3.792,5.687,2.025,134.012,7.209
2025-05-21,3.808,5.694,2.01,134.056,7.439
2025-05-22,3.806,5.649,1.989,134.017,7.45
2025-05-23,3.777,5.6,1.986,134.01,7.454
2025-05-26,3.756,5.609,1.991,134.035,7.425
2025-05-27,3.735,5.595,1.997,133.993,7.366
2025-05-28,3.731,5.585,2.012,133.952,7.375
2025-05-29,3.755,5.665,2.032,133.815,7.3
2025-05-30,3.748,5.632,2.004,133.931,7.369
2025-06-03,3.746,5.641,2.01,133.953,7.478
2025-06-04,3.763,5.687,2.029,134.004,7.474
2025-06-05,3.773,5.722,2.025,134.037,7.483
2025-06-06,3.775,5.723,2.024,134.146,7.481
2025-06-09,3.784,5.763,2.035,134.304,7.4
2025-06-10,3.761,5.715,2.036,134.358,7.405
2025-06-11,3.793,5.752,2.046,134.469,7.428
2025-06-12,3.795,5.763,2.04,134.46,7.497
2025-06-13,3.769,5.714,2.023,134.454,7.588
2025-06-16,3.779,5.735,2.038,134.487,7.563
2025-06-17,3.778,5.723,2.038,134.618,7.499
2025-06-18,3.781,5.714,2.035,134.61,7.503
2025-06-19,3.75,5.656,2.025,134.636,7.465
2025-06-20,3.755,5.617,2.027,134.67,7.436
2025-06-23,3.768,5.65,2.025,134.639,7.464
2025-06-24,3.813,5.742,2.061,134.58,7.372
2025-06-25,3.878,5.851,2.065,134.457,7.392
2025-06-26,3.863,5.826,2.071,134.458,7.405
2025-06-27,3.84,5.848,2.091,134.591,7.326
2025-06-30,3.859,5.901,2.102,134.443,7.314
2025-07-01,3.865,5.92,2.096,134.535,7.397
2025-07-02,3.869,5.885,2.11,134.687,7.394
2025-07-03,3.892,5.909,2.114,134.711,7.445
2025-07-04,3.909,5.901,2.125,134.73,7.407
2025-07-07,3.891,5.889,2.121,134.745,7.355
2025-07-08,3.925,5.969,2.121,134.674,7.398
2025-07-09,3.922,5.943,2.113,134.639,7.314
2025-07-10,3.942,5.976,2.121,134.467,7.371
2025-07-11,3.956,6.028,2.124,134.415,7.376
2025-07-14,3.955,6.017,2.107,134.312,7.44
2025-07-15,3.955,6.015,2.131,134.544,7.436
2025-07-16,3.946,6.014,2.115,134.555,7.402
2025-07-17,3.979,6.084,2.131,134.554,7.397
2025-07-18,4.009,6.103,2.143,134.473,7.403
2025-07-21,4.034,6.164,2.14,134.347,7.446
2025-07-22,4.078,6.23,2.136,134.216,7.474
2025-07-23,4.076,6.208,2.144,134.151,7.548
2025-07-24,4.102,6.301,2.153,133.806,7.424
2025-07-25,4.08,6.303,2.164,133.631,7.409
2025-07-28,4.091,6.329,2.185,133.98,7.388
2025-07-29,4.112,6.369,2.184,133.664,7.363
2025-07-30,4.109,6.327,2.18,133.89,7.377
2025-07-31,4.032,6.235,2.202,134.153,7.35
2025-08-01,4.01,6.225,2.172,134.149,7.352
2025-08-04,4.029,6.273,2.148,134.152,7.446
2025-08-05,4.06,6.314,2.187,134.168,7.455
2025-08-06,4.071,6.366,2.174,134.246,7.468
2025-08-07,4.07,6.346,2.174,134.285,7.484
2025-08-08,4.06,6.335,2.174,134.338,7.508
2025-08-11,4.079,6.402,2.192,134.069,7.429
2025-08-12,4.105,6.435,2.187,133.961,7.399
2025-08-13,4.14,6.52,2.204,134.027,7.415
2025-08-14,4.133,6.452,2.203,133.879,7.424
2025-08-15,4.172,6.596,2.217,133.853,7.401
2025-08-18,4.204,6.686,2.203,133.37,7.413
2025-08-19,4.182,6.671,2.197,133.428,7.391
2025-08-20,4.241,6.762,2.185,133.296,7.374
2025-08-21,4.255,6.724,2.183,133.327,7.394
2025-08-22,4.356,6.853,2.17,133.276,7.378
2025-08-25,4.442,6.975,2.2,133.491,7.427
2025-08-26,4.418,6.986,2.191,133.582,7.449
2025-08-27,4.352,6.891,2.206,133.672,7.45
2025-08-28,4.436,7.042,2.194,133.375,7.468
2025-08-29,4.478,7.079,2.195,133.419,7.486
2025-09-01,4.493,7.144,2.185,133.526,7.647
2025-09-02,4.467,6.993,2.187,133.533,7.67
2025-09-03,4.426,6.878,2.177,133.647,7.768
2025-09-04,4.333,6.717,2.189,133.927,7.75
2025-09-05,4.431,6.949,2.204,133.538,7.775
2025-09-08,4.432,7.011,2.195,133.404,7.847
2025-09-09,4.405,6.944,2.198,133.338,7.966
2025-09-10,4.415,6.941,2.207,133.036,7.947
2025-09-11,4.537,7.162,2.21,133.108,7.923
2025-09-12,4.498,7.18,2.222,133.332,7.954
2025-09-15,4.506,7.164,2.229,133.43,7.931
2025-09-16,4.497,7.22,2.238,133.494,8.032
2025-09-17,4.53,7.295,2.23,133.673,7.964
2025-09-18,4.471,7.23,2.241,133.645,7.862
2025-09-19,4.481,7.199,2.252,133.458,7.898
2025-09-22,4.496,7.256,2.269,133.467,8.048
2025-09-23,4.499,7.215,2.288,133.292,8.143
2025-09-24,4.54,7.37,2.28,133.075,8.19
2025-09-25,4.572,7.379,2.27,133.033,8.146
2025-09-26,4.528,7.274,2.265,133.226,8.16
2025-09-29,4.605,7.4,2.281,133.161,8.259
2025-09-30,4.618,7.457,2.284,133.421,8.339
2025-10-09,4.693,7.587,2.322,133.551,8.729
2025-10-10,4.596,7.443,2.329,133.482,8.602
2025-10-13,4.569,7.407,2.294,133.614,8.859
2025-10-14,4.522,7.227,2.263,133.846,8.976
2025-10-15,4.583,7.331,2.289,133.776,9.187
2025-10-16,4.598,7.274,2.285,133.881,9.244
2025-10-17,4.501,7.052,2.263,134.093,9.568
2025-10-20,4.517,7.098,2.321,133.846,9.268
2025-10-21,4.587,7.218,2.326,133.838,9.49
2025-10-22,4.572,7.162,2.348,133.853,9.101
2025-10-23,4.59,7.187,2.352,133.753,8.994
2025-10-24,4.647,7.307,2.36,133.689,8.95
2025-10-27,4.703,7.416,2.415,133.839,8.914
2025-10-28,4.679,7.379,2.421,134.226,8.597
2025-10-29,4.739,7.532,2.468,134.226,8.692
2025-10-30,4.7,7.435,2.473,134.372,8.704
2025-10-31,4.633,7.374,2.454,134.454,8.794
2025-11-03,4.64,7.377,2.479,134.473,8.797
2025-11-04,4.606,7.251,2.415,134.521,8.737
2025-11-05,4.612,7.268,2.388,134.519,8.706
2025-11-06,4.682,7.389,2.389,134.379,8.755
2025-11-07,4.672,7.378,2.384,134.353,8.793
2025-11-10,4.684,7.386,2.424,134.3,8.936
2025-11-11,4.64,7.332,2.43,134.225,9.062
2025-11-12,4.642,7.294,2.463,134.328,9.029
2025-11-13,4.689,7.403,2.488,134.234,9.175
2025-11-14,4.618,7.276,2.448,134.308,9.096
2025-11-17,4.587,7.274,2.454,134.42,8.882
2025-11-18,4.56,7.2,2.399,134.45,8.777
2025-11-19,4.574,7.165,2.359,134.395,8.954
2025-11-20,4.553,7.108,2.413,134.431,8.903
2025-11-21,4.441,6.86,2.355,134.404,8.828
2025-11-24,4.434,6.908,2.39,134.418,8.857
2025-11-25,4.474,6.992,2.404,134.298,9.01
2025-11-26,4.503,7.003,2.447,133.992,9.011
2025-11-27,4.499,6.988,2.433,134.007,9.01
2025-11-28,4.512,7.073,2.463,134.028,9.067
2025-12-01,4.564,7.14,2.46,134.148,9.161
2025-12-02,4.543,7.079,2.46,134.071,9.112
2025-12-03,4.522,7.041,2.469,134.136,9.096
2025-12-04,4.534,7.063,2.461,133.715,9.064
2025-12-05,4.575,7.154,2.451,133.95,9.136
2025-12-08,4.609,7.216,2.444,133.944,9.11
2025-12-09,4.585,7.162,2.42,134.146,9.046
2025-12-10,4.579,7.201,2.443,134.139,9.095
2025-12-11,4.545,7.139,2.432,134.272,9.11
2025-12-12,4.571,7.223,2.453,134.179,9.227
2025-12-15,4.544,7.174,2.447,133.906,9.351
2025-12-16,4.497,7.064,2.42,133.926,9.24
2025-12-17,4.576,7.197,2.435,134.078,9.31
2025-12-18,4.545,7.159,2.426,134.108,9.318
2025-12-19,4.565,7.224,2.451,134.192,9.313
2025-12-22,4.607,7.306,2.456,134.06,9.511
2025-12-23,4.617,7.312,2.447,134.381,9.639
2025-12-24,4.634,7.408,2.455,134.301,9.642
2025-12-25,4.643,7.472,2.458,134.343,9.566
2025-12-26,4.661,7.518,2.461,134.275,9.65
2025-12-29,4.64,7.486,2.447,133.868,9.563
2025-12-30,4.65,7.519,2.439,133.813,9.363
2025-12-31,4.63,7.526,2.432,133.828,9.301
2026-01-05,4.721,7.73,2.468,133.743,9.495
2026-01-06,4.796,7.899,2.467,133.561,9.577
2026-01-07,4.778,7.937,2.465,133.528,9.518
2026-01-08,4.74,7.962,2.458,133.734,9.511
2026-01-09,4.762,8.154,2.46,133.86,9.592
2026-01-12,4.79,8.354,2.458,133.873,9.777
2026-01-13,4.773,8.244,2.46,133.986,9.793
2026-01-14,4.743,8.303,2.452,134.044,9.922
2026-01-15,4.752,8.277,2.445,134.147,9.867
2026-01-16,4.736,8.295,2.455,134.232,9.857
2026-01-19,4.738,8.348,2.441,134.266,10.006
2026-01-20,4.724,8.324,2.432,134.527,10.082
2026-01-21,4.73,8.432,2.427,134.65,10.377
2026-01-22,4.727,8.469,2.459,134.576,10.341
2026-01-23,4.704,8.719,2.434,134.577,10.617
2026-01-26,4.712,8.564,2.412,134.634,10.924
2026-01-27,4.71,8.619,2.424,134.585,10.934
2026-01-28,4.725,8.691,2.433,134.67,11.28
